qid,sitelinks,lang
Q262642,24,Arabic
Q307451,24,Arabic
Q283908,23,Arabic
Q555348,20,Arabic
Q377921,23,Arabic
Q508848,24,Arabic
Q167543,24,Arabic
Q2043799,24,Arabic
Q512535,23,Arabic
Q507774,28,Arabic
Q307540,27,Arabic
Q714744,27,Arabic
Q506193,25,Arabic
Q59691,27,Arabic
Q1262212,29,Arabic
Q307459,25,Arabic
Q2019161,28,Arabic
Q469299,27,Arabic
Q740282,27,Arabic
Q293515,28,Arabic
Q271903,25,Arabic
Q212190,29,Arabic
Q470946,25,Arabic
Q307786,32,Arabic
Q380474,34,Arabic
Q296724,34,Arabic
Q336347,33,Arabic
Q1060637,30,Arabic
Q369936,30,Arabic
Q467895,31,Arabic
Q374306,35,Arabic
Q284558,36,Arabic
Q312611,35,Arabic
Q2424957,37,Arabic
Q311160,35,Arabic
Q311798,38,Arabic
Q19609480,36,Arabic
Q2423343,40,Arabic
Q242376,43,Arabic
Q234289,44,Arabic
Q312973,45,Arabic
Q238046,48,Arabic
Q298577,54,Arabic
Q297006,53,Arabic
Q643348,69,Arabic
Q731003,9,Chinese
Q545822,9,Chinese
Q8053521,9,Chinese
Q11071010,9,Chinese
Q708535,9,Chinese
Q716429,9,Chinese
Q716097,9,Chinese
Q698353,9,Chinese
Q709905,9,Chinese
Q6059091,9,Chinese
Q576272,9,Chinese
Q3274611,9,Chinese
Q3022453,9,Chinese
Q6123787,9,Chinese
Q3569077,9,Chinese
Q4531631,9,Chinese
Q15088264,9,Chinese
Q837331,9,Chinese
Q5787518,9,Chinese
Q19800,9,Chinese
Q6777860,9,Chinese
Q7308489,9,Chinese
Q716959,9,Chinese
Q716041,9,Chinese
Q842505,9,Chinese
Q715280,9,Chinese
Q697733,9,Chinese
Q3274102,9,Chinese
Q3436012,9,Chinese
Q3051986,9,Chinese
Q1069897,9,Chinese
Q2095915,9,Chinese
Q724200,12,Chinese
Q707282,14,Chinese
Q16948404,10,Chinese
Q699110,12,Chinese
Q710049,12,Chinese
Q707594,10,Chinese
Q934493,13,Chinese
Q716911,12,Chinese
Q495182,11,Chinese
Q11101097,12,Chinese
Q363049,10,Chinese
Q1154748,12,Chinese
Q5246464,14,Chinese
Q716929,13,Chinese
Q696704,14,Chinese
Q712007,13,Chinese
Q712806,11,Chinese
Q492897,12,Chinese
Q5894047,10,Chinese
Q6932396,14,Chinese
Q706349,10,Chinese
Q711071,13,Chinese
Q700481,10,Chinese
Q842272,11,Chinese
Q10867353,12,Chinese
Q716338,12,Chinese
Q10910024,10,Chinese
Q8426451,11,Chinese
Q1412041,11,Chinese
Q606539,12,Chinese
Q116624,12,Chinese
Q589406,10,Chinese
Q1320703,14,Chinese
Q713079,10,Chinese
Q606759,12,Chinese
Q2311429,12,Chinese
Q4053873,10,Chinese
Q323519,10,Chinese
Q698537,11,Chinese
Q2281991,10,Chinese
Q712109,11,Chinese
Q1135688,12,Chinese
Q564886,14,Chinese
Q838069,11,Chinese
Q1076775,10,Chinese
Q1530440,14,Chinese
Q519871,13,Chinese
Q710402,11,Chinese
Q2300087,11,Chinese
Q2474573,14,Chinese
Q1069890,12,Chinese
Q988431,12,Chinese
Q1317110,12,Chinese
Q281514,14,Chinese
Q1369370,14,Chinese
Q707927,10,Chinese
Q715418,14,Chinese
Q697686,14,Chinese
Q1926859,10,Chinese
Q1192341,12,Chinese
Q2982450,14,Chinese
Q537130,11,Chinese
Q16260902,11,Chinese
Q3267036,10,Chinese
Q711873,13,Chinese
Q706876,14,Chinese
Q197347,13,Chinese
Q1335071,10,Chinese
Q709878,11,Chinese
Q4256063,10,Chinese
Q718107,11,Chinese
Q707031,10,Chinese
Q1386208,13,Chinese
Q701418,10,Chinese
Q282412,14,Chinese
Q3112861,13,Chinese
Q699144,10,Chinese
Q198231,14,Chinese
Q6539998,10,Chinese
Q705850,10,Chinese
Q8308839,11,Chinese
Q701445,11,Chinese
Q570407,14,Chinese
Q1367171,14,Chinese
Q704330,10,Chinese
Q8299200,10,Chinese
Q704286,13,Chinese
Q971925,11,Chinese
Q3755285,10,Chinese
Q443186,14,Chinese
Q9312298,12,Chinese
Q2311485,13,Chinese
Q86362,11,Chinese
Q333469,11,Chinese
Q708966,11,Chinese
Q710100,14,Chinese
Q2619710,17,Chinese
Q84015,18,Chinese
Q62126,17,Chinese
Q1346626,17,Chinese
Q242101,19,Chinese
Q711989,15,Chinese
Q700284,15,Chinese
Q705864,15,Chinese
Q1207679,16,Chinese
Q597003,16,Chinese
Q715627,16,Chinese
Q710752,16,Chinese
Q1167488,17,Chinese
Q256411,18,Chinese
Q706293,17,Chinese
Q708819,17,Chinese
Q601957,16,Chinese
Q704565,15,Chinese
Q703153,19,Chinese
Q197624,15,Chinese
Q4108141,16,Chinese
Q471450,18,Chinese
Q701020,17,Chinese
Q1352743,19,Chinese
Q197201,17,Chinese
Q701897,16,Chinese
Q198153,17,Chinese
Q709248,15,Chinese
Q1396175,17,Chinese
Q704276,17,Chinese
Q3270698,15,Chinese
Q702111,15,Chinese
Q382192,15,Chinese
Q1204208,17,Chinese
Q465264,15,Chinese
Q78631,17,Chinese
Q709887,15,Chinese
Q709550,16,Chinese
Q381822,24,Chinese
Q704889,20,Chinese
Q1326536,20,Chinese
Q724165,23,Chinese
Q1355886,20,Chinese
Q3272963,20,Chinese
Q1191225,23,Chinese
Q544432,22,Chinese
Q77895,22,Chinese
Q706837,21,Chinese
Q700939,23,Chinese
Q253682,23,Chinese
Q445747,23,Chinese
Q705832,22,Chinese
Q144348,23,Chinese
Q1326844,21,Chinese
Q198051,21,Chinese
Q455583,22,Chinese
Q1243676,22,Chinese
Q636593,20,Chinese
Q713705,20,Chinese
Q716743,24,Chinese
Q16400,22,Chinese
Q588110,22,Chinese
Q1150358,22,Chinese
Q704161,22,Chinese
Q700892,20,Chinese
Q505710,22,Chinese
Q463688,20,Chinese
Q559750,28,Chinese
Q189512,27,Chinese
Q203782,26,Chinese
Q526989,26,Chinese
Q466972,29,Chinese
Q467701,28,Chinese
Q509360,25,Chinese
Q716700,26,Chinese
Q353783,26,Chinese
Q147220,28,Chinese
Q365894,27,Chinese
Q371966,26,Chinese
Q464563,28,Chinese
Q254196,29,Chinese
Q313322,32,Chinese
Q4054419,31,Chinese
Q47667,34,Chinese
Q1342961,32,Chinese
Q381194,32,Chinese
Q5576440,30,Chinese
Q1207860,34,Chinese
Q358494,37,Chinese
Q264517,35,Chinese
Q357821,36,Chinese
Q378517,38,Chinese
Q465324,37,Chinese
Q197358,35,Chinese
Q444591,35,Chinese
Q378462,40,Chinese
Q559957,43,Chinese
Q159967,44,Chinese
Q99850,45,Chinese
Q313324,47,Chinese
Q18301,51,Chinese
Q182874,50,Chinese
Q42063,65,Chinese
Q2357893,9,English
Q2479905,9,English
Q885839,9,English
Q243110,9,English
Q82476,9,English
Q3057212,9,English
Q3293950,9,English
Q962609,9,English
Q3290457,9,English
Q711867,9,English
Q300334,9,English
Q6762923,9,English
Q11835565,9,English
Q1366473,9,English
Q927542,9,English
Q2976980,9,English
Q7172561,9,English
Q1471201,9,English
Q477984,9,English
Q768776,9,English
Q2156711,9,English
Q3238155,9,English
Q5126174,9,English
Q1549044,9,English
Q693613,9,English
Q4703990,9,English
Q3126455,9,English
Q357624,9,English
Q25189650,9,English
Q2975001,9,English
Q16090757,9,English
Q1173882,9,English
Q717250,10,English
Q3807871,10,English
Q508101,10,English
Q1388461,14,English
Q3807508,13,English
Q3101412,14,English
Q925017,12,English
Q1291544,13,English
Q5487434,10,English
Q3856171,12,English
Q1392142,10,English
Q115793,10,English
Q625877,10,English
Q252776,10,English
Q735247,14,English
Q3125932,12,English
Q2040573,11,English
Q317737,13,English
Q2830491,11,English
Q7308278,10,English
Q985138,14,English
Q456385,11,English
Q2117649,12,English
Q518609,10,English
Q7346671,11,English
Q286928,14,English
Q1443002,10,English
Q689394,13,English
Q1585750,11,English
Q3560422,10,English
Q1376643,10,English
Q3157229,11,English
Q3086848,10,English
Q365320,10,English
Q1066037,14,English
Q1066733,12,English
Q980551,11,English
Q628148,12,English
Q325301,12,English
Q1677635,11,English
Q920637,14,English
Q449753,13,English
Q676399,10,English
Q87402,12,English
Q1708240,13,English
Q741921,10,English
Q15449753,10,English
Q333732,14,English
Q1680654,12,English
Q1392345,14,English
Q1502557,10,English
Q6131012,10,English
Q4987010,11,English
Q6068983,12,English
Q1699419,13,English
Q3161091,10,English
Q332630,11,English
Q335347,12,English
Q439283,11,English
Q2272795,13,English
Q387005,11,English
Q338114,12,English
Q947504,11,English
Q7922109,10,English
Q653633,11,English
Q3206291,12,English
Q724083,11,English
Q661562,12,English
Q4982515,10,English
Q373146,10,English
Q2580418,11,English
Q3294062,14,English
Q728201,14,English
Q3431163,10,English
Q7298829,11,English
Q2342103,12,English
Q2455115,11,English
Q2019352,13,English
Q446202,11,English
Q214388,11,English
Q714600,12,English
Q3528710,12,English
Q3723416,11,English
Q920526,14,English
Q790762,12,English
Q5004353,10,English
Q1090774,10,English
Q3320729,11,English
Q45553,13,English
Q1058964,11,English
Q3101495,10,English
Q275760,14,English
Q205790,13,English
Q333773,13,English
Q2902847,11,English
Q382696,11,English
Q2340500,16,English
Q638589,15,English
Q78825,17,English
Q2528405,19,English
Q2586583,15,English
Q437943,17,English
Q4973197,18,English
Q336288,15,English
Q3751801,15,English
Q2734027,19,English
Q1760518,19,English
Q1344767,15,English
Q454944,16,English
Q669956,16,English
Q450050,16,English
Q1146912,17,English
Q461851,19,English
Q955183,18,English
Q962114,17,English
Q929268,19,English
Q3344892,15,English
Q5606144,16,English
Q966870,18,English
Q85154,15,English
Q445109,19,English
Q706886,16,English
Q215927,19,English
Q709513,18,English
Q724113,16,English
Q965768,15,English
Q878708,17,English
Q887338,17,English
Q275779,18,English
Q3189043,16,English
Q1608068,17,English
Q728867,19,English
Q353031,15,English
Q1209674,18,English
Q333091,21,English
Q272068,20,English
Q336320,21,English
Q983092,23,English
Q275728,24,English
Q1536200,24,English
Q504387,24,English
Q704368,20,English
Q1333006,22,English
Q776860,21,English
Q7336478,22,English
Q540031,24,English
Q460211,21,English
Q537034,24,English
Q1346651,22,English
Q448704,21,English
Q429097,24,English
Q724121,21,English
Q268443,23,English
Q198346,20,English
Q449769,20,English
Q275633,21,English
Q2903466,20,English
Q336002,23,English
Q981978,20,English
Q657541,22,English
Q577606,21,English
Q468851,22,English
Q269698,22,English
Q558647,27,English
Q365650,28,English
Q332464,25,English
Q430182,27,English
Q698714,27,English
Q361026,28,English
Q467133,27,English
Q502994,28,English
Q288627,26,English
Q342720,28,English
Q445242,27,English
Q272096,25,English
Q335284,29,English
Q366639,26,English
Q319754,31,English
Q555226,31,English
Q333422,32,English
Q254323,30,English
Q981448,31,English
Q335013,30,English
Q6203171,31,English
Q377898,38,English
Q444591,35,English
Q294147,35,English
Q314269,37,English
Q380038,35,English
Q49735,36,English
Q540784,37,English
Q236829,42,English
Q299732,43,English
Q3181898,44,English
Q223419,47,English
Q218443,47,English
Q51581,53,English
Q208665,53,English
Q7934,68,English
Q321614,9,French
Q20748116,9,French
Q1399335,9,French
Q2779300,9,French
Q462310,9,French
Q3038750,9,French
Q539315,9,French
Q562300,9,French
Q477121,9,French
Q375474,9,French
Q628120,9,French
Q3438037,9,French
Q321055,9,French
Q3079979,9,French
Q2228616,9,French
Q3072278,9,French
Q1370390,9,French
Q956537,9,French
Q2960729,9,French
Q562042,9,French
Q2088774,9,French
Q2990321,9,French
Q116793,9,French
Q520375,9,French
Q3175280,9,French
Q1394699,9,French
Q768205,9,French
Q214953,9,French
Q589562,9,French
Q3189181,9,French
Q3190033,9,French
Q281390,9,French
Q28265,10,French
Q441757,13,French
Q1295332,11,French
Q968500,10,French
Q4167247,12,French
Q887821,14,French
Q2002291,12,French
Q921933,13,French
Q927796,14,French
Q781003,12,French
Q889126,13,French
Q12884352,12,French
Q970111,11,French
Q1897348,12,French
Q965322,11,French
Q977001,10,French
Q733836,12,French
Q714406,10,French
Q1384312,11,French
Q2556213,12,French
Q1323652,10,French
Q2623542,12,French
Q8063471,14,French
Q525710,11,French
Q448927,11,French
Q926609,14,French
Q1381920,11,French
Q685250,10,French
Q1248451,13,French
Q922243,13,French
Q427566,11,French
Q449686,10,French
Q124434,10,French
Q552433,13,French
Q256998,12,French
Q3092285,10,French
Q1057418,10,French
Q375068,10,French
Q273043,11,French
Q15433260,10,French
Q1185569,10,French
Q640564,11,French
Q1682710,10,French
Q586389,13,French
Q2839811,10,French
Q3031679,13,French
Q2403337,10,French
Q2620439,11,French
Q302073,12,French
Q981450,11,French
Q935301,14,French
Q1606016,13,French
Q1523767,11,French
Q1309970,11,French
Q968153,12,French
Q308021,14,French
Q332170,11,French
Q8048062,14,French
Q534656,11,French
Q430846,10,French
Q994181,13,French
Q522371,10,French
Q731356,13,French
Q1809457,11,French
Q2334077,12,French
Q424732,11,French
Q1444545,14,French
Q116359,13,French
Q547695,14,French
Q970490,11,French
Q166641,13,French
Q1335032,13,French
Q1605715,11,French
Q543437,10,French
Q564686,12,French
Q468020,13,French
Q451969,12,French
Q2013862,10,French
Q21028005,12,French
Q7325423,11,French
Q3133192,11,French
Q1871590,10,French
Q2823087,14,French
Q118205,11,French
Q344454,10,French
Q983648,12,French
Q635387,14,French
Q767332,12,French
Q2479519,13,French
Q163964,12,French
Q586038,10,French
Q893693,11,French
Q1805358,12,French
Q51186,12,French
Q506933,11,French
Q2423099,14,French
Q733188,19,French
Q78887,15,French
Q1311013,15,French
Q515461,16,French
Q1167073,18,French
Q1381809,17,French
Q3195937,19,French
Q471450,18,French
Q2110643,15,French
Q640494,15,French
Q732513,17,French
Q583868,17,French
Q2471187,18,French
Q888400,17,French
Q286485,17,French
Q1360025,15,French
Q546727,16,French
Q704649,18,French
Q600678,18,French
Q435585,19,French
Q1867601,15,French
Q125484,18,French
Q1019186,19,French
Q708874,17,French
Q80358,18,French
Q561656,18,French
Q499601,18,French
Q443320,19,French
Q912271,15,French
Q318433,19,French
Q981922,18,French
Q3141758,16,French
Q126961,19,French
Q719942,18,French
Q971548,15,French
Q1283616,16,French
Q379022,19,French
Q173646,15,French
Q425373,22,French
Q124494,20,French
Q727227,23,French
Q554560,22,French
Q1340536,20,French
Q381007,21,French
Q465681,24,French
Q723648,22,French
Q705300,21,French
Q284683,21,French
Q364310,23,French
Q3163718,21,French
Q959002,23,French
Q462583,23,French
Q585067,21,French
Q1344716,23,French
Q510336,20,French
Q707195,22,French
Q723585,24,French
Q1366693,22,French
Q471026,24,French
Q709670,23,French
Q293119,24,French
Q268731,24,French
Q705791,21,French
Q272222,23,French
Q1639,23,French
Q472068,20,French
Q16400,22,French
Q338386,27,French
Q5630,27,French
Q434805,27,French
Q347891,29,French
Q235611,29,French
Q558085,28,French
Q345455,27,French
Q560895,25,French
Q155423,27,French
Q378289,28,French
Q434346,29,French
Q379947,25,French
Q446875,26,French
Q2028727,27,French
Q344179,34,French
Q333821,32,French
Q336010,31,French
Q311387,32,French
Q254524,31,French
Q706694,32,French
Q333066,33,French
Q318399,39,French
Q515904,36,French
Q364135,35,French
Q324998,37,French
Q312153,36,French
Q1685301,39,French
Q39691,38,French
Q220227,43,French
Q20012,41,French
Q160433,41,French
Q315888,45,French
Q164745,49,French
Q191305,53,French
Q296076,54,French
Q182021,65,French
Q896136,9,German
Q215876,9,German
Q1389266,9,German
Q3556003,9,German
Q105940,9,German
Q91982,9,German
Q103757,9,German
Q13365718,9,German
Q118655,9,German
Q1330248,9,German
Q547349,9,German
Q20748116,9,German
Q79034,9,German
Q105026,9,German
Q973907,9,German
Q88699,9,German
Q117416,9,German
Q87991,9,German
Q95242,9,German
Q87974,9,German
Q1425502,9,German
Q86419,9,German
Q86593,9,German
Q906531,9,German
Q1347003,9,German
Q112588,9,German
Q73964,9,German
Q876590,9,German
Q114424,9,German
Q88120,9,German
Q224519,9,German
Q122172,9,German
Q112554,14,German
Q62435,13,German
Q101189,12,German
Q67494,12,German
Q2394380,11,German
Q117185,11,German
Q91657,12,German
Q70300,11,German
Q79168,12,German
Q78771,13,German
Q86886,13,German
Q115780,14,German
Q6547623,11,German
Q71800,14,German
Q67394,10,German
Q498,13,German
Q2149986,11,German
Q88019,10,German
Q70849,10,German
Q87407,10,German
Q75709,14,German
Q78257,10,German
Q79157,10,German
Q66851,12,German
Q2424784,10,German
Q85457,11,German
Q869680,14,German
Q63152,14,German
Q66812,11,German
Q112530,10,German
Q103731,10,German
Q105900,10,German
Q654967,13,German
Q65863,14,German
Q77808,11,German
Q85225,10,German
Q215381,12,German
Q72809,12,German
Q78802,10,German
Q98062,11,German
Q129356,11,German
Q3964484,13,German
Q73870,11,German
Q126016,10,German
Q70071,12,German
Q72551,13,German
Q689000,10,German
Q3074901,11,German
Q115616,14,German
Q72791,11,German
Q96825,13,German
Q94547,10,German
Q673686,11,German
Q72840,10,German
Q99301,11,German
Q685979,10,German
Q1885730,12,German
Q2817300,14,German
Q556497,11,German
Q75803,12,German
Q67212,13,German
Q89376,10,German
Q67725,12,German
Q65141,14,German
Q45294,12,German
Q45336,14,German
Q444229,10,German
Q78833,10,German
Q10346296,11,German
Q103751,10,German
Q89377,10,German
Q65556,11,German
Q67271,11,German
Q1960513,11,German
Q442121,10,German
Q524141,13,German
Q78939,10,German
Q114740,11,German
Q67477,14,German
Q878614,10,German
Q112388,11,German
Q385553,12,German
Q71252,11,German
Q446743,10,German
Q71381,12,German
Q216004,14,German
Q72944,11,German
Q72768,14,German
Q95192,10,German
Q69244,14,German
Q215678,12,German
Q120947,10,German
Q116208,10,German
Q551475,10,German
Q96099,10,German
Q89550,13,German
Q106209,19,German
Q695744,16,German
Q79069,18,German
Q1364144,17,German
Q289895,17,German
Q92004,15,German
Q45287,15,German
Q348626,16,German
Q115548,17,German
Q89677,15,German
Q63460,17,German
Q459777,17,German
Q66605,15,German
Q450172,17,German
Q70900,17,German
Q62720,15,German
Q77271,19,German
Q72287,18,German
Q63220,16,German
Q115822,19,German
Q2996747,16,German
Q64329,15,German
Q627985,15,German
Q213799,15,German
Q213731,15,German
Q70795,15,German
Q62757,18,German
Q63815,16,German
Q91772,18,German
Q251340,17,German
Q66502,17,German
Q70396,16,German
Q78890,17,German
Q55619,16,German
Q63357,17,German
Q62748,18,German
Q392632,18,German
Q458257,15,German
Q731703,20,German
Q634100,21,German
Q60302,22,German
Q61813,24,German
Q265603,20,German
Q69314,21,German
Q527997,23,German
Q706829,20,German
Q77069,24,German
Q60525,23,German
Q60753,22,German
Q65898,22,German
Q68137,20,German
Q368455,24,German
Q115630,24,German
Q78714,24,German
Q106606,20,German
Q66861,20,German
Q213735,22,German
Q551267,23,German
Q61895,22,German
Q74953,20,German
Q67169,21,German
Q62553,20,German
Q64406,20,German
Q213974,20,German
Q77333,23,German
Q215984,21,German
Q84524,23,German
Q60247,25,German
Q93397,27,German
Q152301,29,German
Q2704774,29,German
Q311442,26,German
Q60884,25,German
Q57442,28,German
Q310509,28,German
Q78528,25,German
Q58777,26,German
Q57503,27,German
Q61922,25,German
Q57896,25,German
Q58046,28,German
Q76501,31,German
Q354504,33,German
Q467676,33,German
Q310217,30,German
Q366845,32,German
Q58830,31,German
Q93614,30,German
Q57428,39,German
Q44862,35,German
Q57309,36,German
Q312757,37,German
Q366051,37,German
Q60141,39,German
Q71014,38,German
Q154367,43,German
Q135645,42,German
Q57619,43,German
Q164979,45,German
Q57224,46,German
Q153149,51,German
Q76576,53,German
Q84423,65,German
Q18707093,9,Hindi
Q2043591,9,Hindi
Q4748691,9,Hindi
Q4667580,9,Hindi
Q3531073,9,Hindi
Q7931282,9,Hindi
Q3629963,9,Hindi
Q1206622,9,Hindi
Q8071382,9,Hindi
Q3595867,9,Hindi
Q6818814,9,Hindi
Q3630933,9,Hindi
Q4770058,9,Hindi
Q7461322,9,Hindi
Q1898192,9,Hindi
Q4357649,9,Hindi
Q7929362,9,Hindi
Q6061749,9,Hindi
Q3595206,9,Hindi
Q7633743,9,Hindi
Q3760549,9,Hindi
Q7686261,9,Hindi
Q4665603,9,Hindi
Q3532049,9,Hindi
Q3536460,9,Hindi
Q20047084,9,Hindi
Q2364052,9,Hindi
Q13116885,9,Hindi
Q560145,9,Hindi
Q1157945,9,Hindi
Q2804726,9,Hindi
Q16619869,9,Hindi
Q3273349,14,Hindi
Q6124202,10,Hindi
Q6394963,11,Hindi
Q6105676,10,Hindi
Q3635832,11,Hindi
Q1764533,14,Hindi
Q457664,10,Hindi
Q12068272,12,Hindi
Q7032179,13,Hindi
Q5277871,12,Hindi
Q4222507,10,Hindi
Q5267043,12,Hindi
Q6026897,11,Hindi
Q7493078,13,Hindi
Q3763779,11,Hindi
Q6962310,10,Hindi
Q4751468,11,Hindi
Q3595254,14,Hindi
Q266137,12,Hindi
Q6354369,11,Hindi
Q7520685,12,Hindi
Q441799,12,Hindi
Q3633081,11,Hindi
Q12566189,10,Hindi
Q3595245,10,Hindi
Q3520800,12,Hindi
Q1647814,12,Hindi
Q3366457,10,Hindi
Q983457,12,Hindi
Q393447,11,Hindi
Q6122336,11,Hindi
Q743568,12,Hindi
Q3629904,12,Hindi
Q6869043,12,Hindi
Q3631073,13,Hindi
Q1622265,14,Hindi
Q3764420,11,Hindi
Q2604943,10,Hindi
Q5577574,13,Hindi
Q21997846,10,Hindi
Q3526595,14,Hindi
Q6917707,10,Hindi
Q5710849,10,Hindi
Q7399611,10,Hindi
Q3632287,13,Hindi
Q4838090,11,Hindi
Q3080468,13,Hindi
Q6414812,10,Hindi
Q3535567,12,Hindi
Q817096,13,Hindi
Q2165147,13,Hindi
Q983548,12,Hindi
Q4667376,10,Hindi
Q17285647,12,Hindi
Q2552960,11,Hindi
Q2505272,11,Hindi
Q6712738,11,Hindi
Q6505202,10,Hindi
Q17388667,10,Hindi
Q7238271,12,Hindi
Q3348637,12,Hindi
Q339715,11,Hindi
Q7089349,12,Hindi
Q7645718,10,Hindi
Q7932741,11,Hindi
Q5923131,11,Hindi
Q3751683,11,Hindi
Q5230578,12,Hindi
Q3631800,14,Hindi
Q576365,10,Hindi
Q7286477,11,Hindi
Q1034290,11,Hindi
Q2299630,10,Hindi
Q3635988,10,Hindi
Q7918070,12,Hindi
Q6986935,13,Hindi
Q4855111,11,Hindi
Q1861686,11,Hindi
Q7309808,13,Hindi
Q6173032,10,Hindi
Q3595255,10,Hindi
Q13637604,12,Hindi
Q7660402,11,Hindi
Q4699783,11,Hindi
Q15730377,12,Hindi
Q4815838,13,Hindi
Q1631452,14,Hindi
Q3633176,11,Hindi
Q6017668,14,Hindi
Q4747331,11,Hindi
Q4802508,12,Hindi
Q3347977,10,Hindi
Q3532094,10,Hindi
Q3595313,12,Hindi
Q7402689,12,Hindi
Q3632712,14,Hindi
Q5653447,15,Hindi
Q3182985,18,Hindi
Q3595814,17,Hindi
Q1395448,16,Hindi
Q575066,19,Hindi
Q3633274,19,Hindi
Q674337,19,Hindi
Q26370,19,Hindi
Q1993428,18,Hindi
Q4901101,15,Hindi
Q7123843,17,Hindi
