qid,sitelinks,lang
Q2827460,22,Arabic
Q144693,21,Arabic
Q368209,21,Arabic
Q2876220,22,Arabic
Q58156,27,Arabic
Q714744,27,Arabic
Q40579,26,Arabic
Q268615,27,Arabic
Q271903,25,Arabic
Q212190,29,Arabic
Q441152,29,Arabic
Q740282,27,Arabic
Q470946,25,Arabic
Q469299,27,Arabic
Q401574,25,Arabic
Q731866,28,Arabic
Q381150,28,Arabic
Q558205,26,Arabic
Q59981,30,Arabic
Q2919042,32,Arabic
Q305776,30,Arabic
Q334835,30,Arabic
Q706694,32,Arabic
Q296724,34,Arabic
Q307786,32,Arabic
Q382312,39,Arabic
Q311816,35,Arabic
Q39691,38,Arabic
Q2424957,37,Arabic
Q314691,35,Arabic
Q311916,36,Arabic
Q312611,35,Arabic
Q328765,43,Arabic
Q2423343,40,Arabic
Q217194,40,Arabic
Q157159,48,Arabic
Q193874,48,Arabic
Q209828,53,Arabic
Q328782,52,Arabic
Q244206,65,Arabic
Q842505,9,Chinese
Q15088264,9,Chinese
Q3274611,9,Chinese
Q11071010,9,Chinese
Q3022453,9,Chinese
Q576272,9,Chinese
Q19800,9,Chinese
Q715280,9,Chinese
Q6059091,9,Chinese
Q697733,9,Chinese
Q708535,9,Chinese
Q716429,9,Chinese
Q5787518,9,Chinese
Q716041,9,Chinese
Q1069897,9,Chinese
Q8053521,9,Chinese
Q4531631,9,Chinese
Q716959,9,Chinese
Q698353,9,Chinese
Q709905,9,Chinese
Q731003,9,Chinese
Q837331,9,Chinese
Q2095915,9,Chinese
Q3569077,9,Chinese
Q6777860,9,Chinese
Q6123787,9,Chinese
Q545822,9,Chinese
Q3051986,9,Chinese
Q3274102,9,Chinese
Q7308489,9,Chinese
Q716097,9,Chinese
Q3436012,9,Chinese
Q1192341,12,Chinese
Q323519,10,Chinese
Q718107,11,Chinese
Q706876,14,Chinese
Q697686,14,Chinese
Q704330,10,Chinese
Q86362,11,Chinese
Q707594,10,Chinese
Q711071,13,Chinese
Q2474573,14,Chinese
Q1135688,12,Chinese
Q971925,11,Chinese
Q606539,12,Chinese
Q16260902,11,Chinese
Q1069890,12,Chinese
Q2311485,13,Chinese
Q519871,13,Chinese
Q712007,13,Chinese
Q11101097,12,Chinese
Q495182,11,Chinese
Q705850,10,Chinese
Q709878,11,Chinese
Q6539998,10,Chinese
Q707927,10,Chinese
Q724200,12,Chinese
Q282412,14,Chinese
Q715418,14,Chinese
Q713079,10,Chinese
Q8299200,10,Chinese
Q710049,12,Chinese
Q1317110,12,Chinese
Q10867353,12,Chinese
Q9312298,12,Chinese
Q716338,12,Chinese
Q6932396,14,Chinese
Q707282,14,Chinese
Q570407,14,Chinese
Q363049,10,Chinese
Q333469,11,Chinese
Q5894047,10,Chinese
Q116624,12,Chinese
Q699110,12,Chinese
Q704286,13,Chinese
Q16948404,10,Chinese
Q701418,10,Chinese
Q197347,13,Chinese
Q700481,10,Chinese
Q708966,11,Chinese
Q443186,14,Chinese
Q1154748,12,Chinese
Q1386208,13,Chinese
Q1926859,10,Chinese
Q492897,12,Chinese
Q2982450,14,Chinese
Q838069,11,Chinese
Q2300087,11,Chinese
Q3267036,10,Chinese
Q5246464,14,Chinese
Q606759,12,Chinese
Q988431,12,Chinese
Q4256063,10,Chinese
Q198231,14,Chinese
Q8308839,11,Chinese
Q1412041,11,Chinese
Q696704,14,Chinese
Q537130,11,Chinese
Q281514,14,Chinese
Q1335071,10,Chinese
Q2281991,10,Chinese
Q10910024,10,Chinese
Q701445,11,Chinese
Q712806,11,Chinese
Q1076775,10,Chinese
Q716911,12,Chinese
Q934493,13,Chinese
Q712109,11,Chinese
Q1320703,14,Chinese
Q4053873,10,Chinese
Q8426451,11,Chinese
Q1530440,14,Chinese
Q842272,11,Chinese
Q710100,14,Chinese
Q699144,10,Chinese
Q710402,11,Chinese
Q564886,14,Chinese
Q711873,13,Chinese
Q589406,10,Chinese
Q698537,11,Chinese
Q707031,10,Chinese
Q1369370,14,Chinese
Q3112861,13,Chinese
Q706349,10,Chinese
Q716929,13,Chinese
Q2311429,12,Chinese
Q3755285,10,Chinese
Q1367171,14,Chinese
Q4108141,16,Chinese
Q62126,17,Chinese
Q519381,18,Chinese
Q78631,17,Chinese
Q1167488,17,Chinese
Q197624,15,Chinese
Q705864,15,Chinese
Q1396175,17,Chinese
Q703153,19,Chinese
Q379806,19,Chinese
Q197295,15,Chinese
Q382192,15,Chinese
Q84015,18,Chinese
Q84018,18,Chinese
Q597003,16,Chinese
Q708819,17,Chinese
Q256411,18,Chinese
Q465264,15,Chinese
Q700284,15,Chinese
Q1207679,16,Chinese
Q2510467,16,Chinese
Q702416,18,Chinese
Q701897,16,Chinese
Q1352743,19,Chinese
Q1204208,17,Chinese
Q3270698,15,Chinese
Q711989,15,Chinese
Q2619710,17,Chinese
Q197201,17,Chinese
Q652211,18,Chinese
Q704276,17,Chinese
Q715627,16,Chinese
Q701020,17,Chinese
Q706293,17,Chinese
Q709550,16,Chinese
Q709248,15,Chinese
Q198153,17,Chinese
Q448018,15,Chinese
Q705832,22,Chinese
Q713705,20,Chinese
Q704161,22,Chinese
Q544432,22,Chinese
Q724165,23,Chinese
Q253682,23,Chinese
Q704889,20,Chinese
Q716743,24,Chinese
Q700892,20,Chinese
Q1150358,22,Chinese
Q706837,21,Chinese
Q455583,22,Chinese
Q1355886,20,Chinese
Q445747,23,Chinese
Q463688,20,Chinese
Q588110,22,Chinese
Q1326536,20,Chinese
Q1326844,21,Chinese
Q198051,21,Chinese
Q77895,22,Chinese
Q16400,22,Chinese
Q144348,23,Chinese
Q700939,23,Chinese
Q1191225,23,Chinese
Q1243676,22,Chinese
Q505710,22,Chinese
Q3272963,20,Chinese
Q636593,20,Chinese
Q381822,24,Chinese
Q467701,28,Chinese
Q509360,25,Chinese
Q371966,26,Chinese
Q558670,29,Chinese
Q203782,26,Chinese
Q189512,27,Chinese
Q535812,28,Chinese
Q702428,26,Chinese
Q699591,27,Chinese
Q455589,27,Chinese
Q253862,29,Chinese
Q20148,29,Chinese
Q254196,29,Chinese
Q466972,29,Chinese
Q4054419,31,Chinese
Q381194,32,Chinese
Q5576440,30,Chinese
Q313322,32,Chinese
Q47667,34,Chinese
Q1207860,34,Chinese
Q1342961,32,Chinese
Q378517,38,Chinese
Q465324,37,Chinese
Q197358,35,Chinese
Q264517,35,Chinese
Q358494,37,Chinese
Q357821,36,Chinese
Q444591,35,Chinese
Q315167,44,Chinese
Q13005,40,Chinese
Q25251,40,Chinese
Q99850,45,Chinese
Q313324,47,Chinese
Q182874,50,Chinese
Q18301,51,Chinese
Q42063,65,Chinese
Q369143,9,English
Q3053159,9,English
Q142567,9,English
Q3126455,9,English
Q2081060,9,English
Q2939081,9,English
Q441824,9,English
Q2712007,9,English
Q453932,9,English
Q3331648,9,English
Q441524,9,English
Q1765446,9,English
Q4297289,9,English
Q6192713,9,English
Q2892622,9,English
Q1790396,9,English
Q3503936,9,English
Q7562144,9,English
Q450110,9,English
Q1253606,9,English
Q6376246,9,English
Q5687872,9,English
Q18638543,9,English
Q3048176,9,English
Q1406204,9,English
Q1680610,9,English
Q15622026,9,English
Q1927055,9,English
Q6761446,9,English
Q3082766,9,English
Q5400934,9,English
Q2059697,9,English
Q3126442,12,English
Q1823644,14,English
Q22980352,14,English
Q551475,10,English
Q67512,11,English
Q21028005,12,English
Q205790,13,English
Q223613,13,English
Q970111,11,English
Q7325423,11,English
Q3043678,10,English
Q1960513,11,English
Q264341,14,English
Q130746,14,English
Q1682710,10,English
Q608429,10,English
Q3049334,10,English
Q969753,12,English
Q332170,11,English
Q66992,13,English
Q390718,14,English
Q1751735,11,English
Q456454,13,English
Q357386,11,English
Q641197,11,English
Q2372111,12,English
Q1388461,14,English
Q775999,11,English
Q331268,11,English
Q684869,11,English
Q2634854,10,English
Q3442516,14,English
Q24051,14,English
Q443914,10,English
Q942678,12,English
Q937483,14,English
Q3618497,14,English
Q977069,10,English
Q320300,12,English
Q2560881,13,English
Q1101308,10,English
Q533721,10,English
Q2052901,13,English
Q3901730,14,English
Q331195,10,English
Q2895601,12,English
Q1760495,14,English
Q3097923,10,English
Q1230753,13,English
Q3047198,10,English
Q541868,13,English
Q15637499,13,English
Q535633,13,English
Q299661,11,English
Q2132380,10,English
Q371716,12,English
Q862763,14,English
Q3161307,11,English
Q7692943,10,English
Q725318,14,English
Q3387342,11,English
Q881165,14,English
Q3436409,10,English
Q444072,10,English
Q2056584,14,English
Q293369,10,English
Q1381136,10,English
Q2177632,13,English
Q19921850,12,English
Q3760627,10,English
Q3157279,11,English
Q584500,10,English
Q1367806,14,English
Q1277983,10,English
Q881449,13,English
Q2432218,10,English
Q1064424,13,English
Q743598,13,English
Q4280517,10,English
Q3229551,12,English
Q1390003,11,English
Q1238919,12,English
Q3399241,13,English
Q2939843,10,English
Q1763440,13,English
Q969896,12,English
Q586756,14,English
Q1856064,11,English
Q438865,14,English
Q336224,12,English
Q629955,13,English
Q24237783,11,English
Q724677,12,English
Q568395,13,English
Q434227,12,English
Q440604,11,English
Q3175094,15,English
Q323503,19,English
Q1667630,19,English
Q1086650,15,English
Q878666,18,English
Q1344213,17,English
Q2978887,16,English
Q380291,18,English
Q1703957,15,English
Q712605,17,English
Q240370,17,English
Q330633,16,English
Q1380767,17,English
Q1376744,19,English
Q2034846,17,English
Q982197,16,English
Q2149430,15,English
Q670417,16,English
Q887338,17,English
Q983504,15,English
Q1371212,19,English
Q469974,18,English
Q748989,15,English
Q510721,17,English
Q1386097,17,English
Q2340500,16,English
Q1351972,15,English
Q722946,16,English
Q7344031,15,English
Q2544896,15,English
Q460796,17,English
Q1189001,16,English
Q2397929,15,English
Q3290693,17,English
Q434128,15,English
Q1764153,17,English
Q164463,19,English
Q3189043,16,English
Q138765,24,English
Q445719,22,English
Q1281731,20,English
Q1992420,20,English
Q579475,24,English
Q704368,20,English
Q1395104,23,English
Q1811222,21,English
Q608022,21,English
Q449028,23,English
Q708581,21,English
Q713510,20,English
Q1936356,23,English
Q272594,23,English
Q89188,23,English
Q448704,21,English
Q727178,21,English
Q272505,22,English
Q598029,22,English
Q709413,23,English
Q776860,21,English
Q652295,22,English
Q1277484,21,English
Q2446692,20,English
Q558750,24,English
Q170310,21,English
Q152947,21,English
Q2617640,21,English
Q555370,20,English
Q240217,29,English
Q1273317,25,English
Q3631166,27,English
Q335493,25,English
Q430714,28,English
Q153358,28,English
Q734043,25,English
Q455821,25,English
Q216748,27,English
Q335218,25,English
Q468084,25,English
Q257277,25,English
Q657509,26,English
Q522799,25,English
Q333398,34,English
Q447669,32,English
Q237633,32,English
Q171989,31,English
Q234392,30,English
Q55234,31,English
Q287451,31,English
Q195768,38,English
Q326467,35,English
Q234865,37,English
Q312502,39,English
Q309850,37,English
Q290560,36,English
Q352725,35,English
Q233852,43,English
Q352730,40,English
Q351547,40,English
Q162296,47,English
Q234615,45,English
Q210740,52,English
Q233992,51,English
Q16472,66,English
Q708732,9,French
Q69631,9,French
Q11154007,9,French
Q1857821,9,French
Q2037792,9,French
Q20748116,9,French
Q920147,9,French
Q545154,9,French
Q562042,9,French
Q3079979,9,French
Q4310076,9,French
Q1230002,9,French
Q3132818,9,French
Q116055,9,French
Q2995022,9,French
Q544644,9,French
Q3438037,9,French
Q321055,9,French
Q939745,9,French
Q2332848,9,French
Q770423,9,French
Q2960729,9,French
Q539315,9,French
Q2273795,9,French
Q2779300,9,French
Q572627,9,French
Q662931,9,French
Q530908,9,French
Q355587,9,French
Q2637632,9,French
Q1450963,9,French
Q1658333,9,French
Q285390,12,French
Q154120,14,French
Q2853579,13,French
Q16011654,13,French
Q6761698,10,French
Q376768,13,French
Q994181,13,French
Q430846,10,French
Q375443,10,French
Q526198,11,French
Q2621687,11,French
Q531701,10,French
Q525710,11,French
Q5200736,12,French
Q3074901,11,French
Q1386445,11,French
Q96962,13,French
Q115793,10,French
Q178653,13,French
Q838349,12,French
Q2915679,12,French
Q382755,10,French
Q12884352,12,French
Q6499694,12,French
Q1647537,12,French
Q697833,10,French
Q1801396,10,French
Q3287816,11,French
Q1248451,13,French
Q708931,10,French
Q972846,10,French
Q677472,12,French
Q3174831,10,French
Q585590,14,French
Q2643025,13,French
Q446784,11,French
Q308416,11,French
Q3292106,10,French
Q981450,11,French
Q464444,11,French
Q701348,12,French
Q2408040,11,French
Q117412,10,French
Q1421530,10,French
Q2131266,11,French
Q424732,11,French
Q444663,10,French
Q921933,13,French
Q180746,11,French
Q1929977,12,French
Q3031679,13,French
Q1029185,12,French
Q867852,12,French
Q527116,12,French
Q1338709,10,French
Q1232403,11,French
Q666551,14,French
Q580971,13,French
Q1353831,12,French
Q1620034,12,French
Q375068,10,French
Q1933689,10,French
Q2500310,10,French
Q2856972,10,French
Q631466,10,French
Q2442975,12,French
Q2942048,12,French
Q289732,10,French
Q441757,13,French
Q1057418,10,French
Q1809457,11,French
Q809421,13,French
Q274447,13,French
Q274062,11,French
Q945057,11,French
Q2729586,11,French
Q521249,11,French
Q1309970,11,French
Q1308299,12,French
Q446559,10,French
Q1509108,12,French
Q660916,13,French
Q804492,13,French
Q177029,13,French
Q124434,10,French
Q2423099,14,French
Q469957,11,French
Q289177,12,French
Q622038,13,French
Q586505,13,French
Q954563,11,French
Q2715980,11,French
Q537073,10,French
Q3574689,10,French
Q1477248,14,French
Q767332,12,French
Q292539,18,French
Q3032943,16,French
Q260047,16,French
Q369785,16,French
Q715839,15,French
Q1340801,18,French
Q2534120,15,French
Q1065362,15,French
Q577504,17,French
Q55825,15,French
Q466210,19,French
Q941701,15,French
Q937570,15,French
Q274294,17,French
Q733235,15,French
Q1774108,16,French
Q254997,18,French
Q1311013,15,French
Q705238,17,French
Q13019,18,French
Q818117,17,French
Q290061,15,French
Q4786,15,French
Q747460,17,French
Q365753,15,French
Q285998,15,French
Q689600,19,French
Q705830,17,French
Q699397,17,French
Q574368,15,French
Q2487707,16,French
Q274429,17,French
Q1096716,15,French
Q704649,18,French
Q1393800,15,French
Q929742,15,French
Q966324,16,French
Q50659,15,French
Q1651660,20,French
Q265562,23,French
Q452282,22,French
Q1344716,23,French
Q215623,22,French
Q270152,22,French
Q959002,23,French
Q1353559,20,French
Q2043799,24,French
Q12795307,21,French
Q449769,20,French
Q3163718,21,French
Q735831,23,French
Q450179,20,French
Q708334,20,French
Q51505,23,French
Q386438,24,French
Q138105,22,French
Q434177,22,French
Q1277480,22,French
Q381007,21,French
Q462583,23,French
Q545751,21,French
Q526345,23,French
Q695929,20,French
Q1639,23,French
Q465681,24,French
Q379960,23,French
Q551721,20,French
Q434346,29,French
Q347891,29,French
Q378289,28,French
Q379947,25,French
Q379962,29,French
Q316571,27,French
Q165121,25,French
Q553446,25,French
Q463846,27,French
Q460318,25,French
Q442240,27,French
Q470557,29,French
Q462364,25,French
Q982848,25,French
Q81518,31,French
Q878897,30,French
Q464657,32,French
Q123916,30,French
Q26681,33,French
Q551725,33,French
Q237045,33,French
Q324932,35,French
Q1685301,39,French
Q355112,36,French
Q354828,36,French
Q356933,37,French
Q152785,38,French
Q318122,35,French
Q151098,43,French
Q18425,43,French
Q298827,43,French
Q157321,46,French
Q383420,49,French
Q200580,53,French
Q153034,50,French
Q182021,65,French
Q3556003,9,German
Q4822525,9,German
Q87346,9,German
Q1425502,9,German
Q88699,9,German
Q480487,9,German
Q1347003,9,German
Q2177665,9,German
Q78857,9,German
Q86593,9,German
Q6319804,9,German
Q2357893,9,German
Q18018159,9,German
Q215925,9,German
Q6762967,9,German
Q68219,9,German
Q78012,9,German
Q73964,9,German
Q45337,9,German
Q87018,9,German
Q122049,9,German
Q84612,9,German
Q75121,9,German
Q215895,9,German
Q116830,9,German
Q88038,9,German
Q1328600,9,German
Q69145,9,German
Q71351,9,German
Q215876,9,German
Q72841,9,German
Q97039,9,German
Q374759,12,German
Q241647,12,German
Q86232,10,German
Q1344125,14,German
Q68126,11,German
Q15433260,10,German
Q69645,14,German
Q22539,13,German
Q8063471,14,German
Q714988,10,German
Q115771,11,German
Q97065,10,German
Q2738124,12,German
Q72833,13,German
Q3568335,11,German
Q549626,10,German
Q87402,12,German
Q2394380,11,German
Q556497,11,German
Q534656,11,German
Q545476,10,German
Q77906,12,German
Q896998,14,German
Q68235,12,German
Q94586,10,German
Q116882,11,German
Q1335032,13,German
Q6558751,12,German
Q1058964,11,German
Q1972861,11,German
Q498,13,German
Q438662,14,German
Q73126,11,German
Q1086147,11,German
Q274067,11,German
Q1885730,12,German
Q85645,11,German
Q65863,14,German
Q573858,12,German
Q451969,12,German
Q116359,13,German
Q2640952,13,German
Q812566,11,German
Q78680,10,German
Q85970,11,German
Q2518160,11,German
Q716095,10,German
Q73033,12,German
Q2817300,14,German
Q182305,12,German
Q1391877,14,German
Q89922,10,German
Q273861,11,German
Q2529303,10,German
Q1293123,11,German
Q213811,13,German
Q67483,11,German
Q214083,10,German
Q84561,11,German
Q97062,11,German
Q63035,14,German
Q690874,14,German
Q70959,13,German
Q685689,11,German
Q86991,11,German
Q1802795,11,German
Q104866,12,German
Q70417,12,German
Q69209,11,German
Q65397,12,German
Q78871,14,German
Q98062,11,German
Q78815,12,German
Q736900,12,German
Q101189,12,German
Q76283,10,German
Q1602452,10,German
Q118282,14,German
Q87744,10,German
Q78864,12,German
Q64536,11,German
Q84344,13,German
Q114408,11,German
Q78060,13,German
Q62498,14,German
Q87184,12,German
Q1279284,12,German
Q91989,12,German
Q77744,13,German
Q1097664,12,German
Q77984,10,German
Q67139,11,German
Q94547,10,German
Q871938,10,German
Q72361,10,German
Q79114,12,German
Q69094,18,German
Q112081,19,German
Q91587,17,German
Q72365,17,German
Q447121,15,German
Q64509,15,German
Q68832,15,German
Q64257,16,German
Q77548,17,German
Q77709,15,German
Q688128,17,German
Q64278,16,German
Q85343,15,German
Q66388,18,German
Q213838,15,German
Q90063,17,German
Q114520,18,German
Q99420,16,German
Q112214,15,German
Q66239,19,German
Q721791,15,German
Q86778,15,German
Q63460,17,German
Q704954,16,German
Q448860,18,German
Q65292,17,German
Q285846,15,German
Q72913,19,German
Q67672,15,German
Q680131,16,German
Q65053,15,German
Q165824,15,German
Q66502,17,German
Q89677,15,German
Q214947,16,German
Q215756,17,German
Q116992,18,German
Q215988,19,German
Q72787,20,German
Q460211,21,German
Q124494,20,German
Q527997,23,German
Q440996,21,German
Q919876,21,German
Q265603,20,German
Q708679,20,German
Q63488,21,German
Q715195,22,German
Q523488,20,German
Q15474,20,German
Q14678,22,German
Q471751,22,German
Q61682,22,German
Q12279579,20,German
Q356546,20,German
Q62911,20,German
Q454661,22,German
Q94382,23,German
Q64406,20,German
Q445967,24,German
Q64150,22,German
Q112153,22,German
Q708002,22,German
Q115630,24,German
Q45221,24,German
Q60715,23,German
Q547074,23,German
Q60969,26,German
Q75860,27,German
Q311442,26,German
Q84208,26,German
Q442756,27,German
Q158436,28,German
Q61015,28,German
Q62400,26,German
Q76883,29,German
Q60539,29,German
Q279924,26,German
Q77434,27,German
Q57442,28,German
Q552483,29,German
Q61649,31,German
Q58612,31,German
Q164699,34,German
Q44972,33,German
Q366845,32,German
Q57781,33,German
Q60777,33,German
Q93604,38,German
Q57179,36,German
Q57428,39,German
Q84254,38,German
Q76440,35,German
Q60528,35,German
Q213595,35,German
Q75812,43,German
Q61067,42,German
Q57163,41,German
Q76465,45,German
Q44620,45,German
Q44517,51,German
Q150953,54,German
Q75886,66,German
Q2804726,9,Hindi
Q1157945,9,Hindi
Q7461322,9,Hindi
Q3595867,9,Hindi
Q4770058,9,Hindi
Q3595206,9,Hindi
Q1206622,9,Hindi
Q7931282,9,Hindi
Q7686261,9,Hindi
Q3531073,9,Hindi
Q2364052,9,Hindi
Q6818814,9,Hindi
Q3630933,9,Hindi
Q3532049,9,Hindi
Q18707093,9,Hindi
Q4667580,9,Hindi
Q3536460,9,Hindi
Q2043591,9,Hindi
Q3760549,9,Hindi
Q4357649,9,Hindi
Q7929362,9,Hindi
Q13116885,9,Hindi
Q7633743,9,Hindi
Q560145,9,Hindi
Q3629963,9,Hindi
Q4665603,9,Hindi
Q8071382,9,Hindi
Q4748691,9,Hindi
Q1898192,9,Hindi
Q16619869,9,Hindi
Q6061749,9,Hindi
Q20047084,9,Hindi
Q5277871,12,Hindi
Q4747331,11,Hindi
Q6173032,10,Hindi
Q817096,13,Hindi
Q3273349,14,Hindi
Q5267043,12,Hindi
Q5230578,12,Hindi
Q4815838,13,Hindi
Q17388667,10,Hindi
Q3633081,11,Hindi
Q6505202,10,Hindi
Q6105676,10,Hindi
Q393447,11,Hindi
Q7932741,11,Hindi
Q17285647,12,Hindi
Q3348637,12,Hindi
Q5710849,10,Hindi
Q4222507,10,Hindi
Q6026897,11,Hindi
Q3633176,11,Hindi
Q1622265,14,Hindi
Q576365,10,Hindi
Q3635988,10,Hindi
Q7520685,12,Hindi
Q1764533,14,Hindi
Q339715,11,Hindi
Q983457,12,Hindi
Q6017668,14,Hindi
Q7852779,13,Hindi
Q6986935,13,Hindi
Q3764420,11,Hindi
Q1631452,14,Hindi
Q3635832,11,Hindi
Q3595255,10,Hindi
Q1861686,11,Hindi
Q7918070,12,Hindi
Q3631800,14,Hindi
Q4751468,11,Hindi
Q6414812,10,Hindi
Q5923131,11,Hindi
Q4804549,11,Hindi
Q6962310,10,Hindi
Q4725266,12,Hindi
Q3763779,11,Hindi
Q4855111,11,Hindi
Q3532094,10,Hindi
Q3347977,10,Hindi
Q7286477,11,Hindi
Q4699783,11,Hindi
Q7032179,13,Hindi
Q457664,10,Hindi
Q7089349,12,Hindi
Q12068272,12,Hindi
Q7660402,11,Hindi
Q3595313,12,Hindi
Q743568,12,Hindi
Q15730377,12,Hindi
Q7309808,13,Hindi
Q6712738,11,Hindi
Q7238271,12,Hindi
Q3632287,13,Hindi
Q1034290,11,Hindi
Q983548,12,Hindi
Q6917707,10,Hindi
Q2505272,11,Hindi
Q3751683,11,Hindi
Q7645718,10,Hindi
Q6354369,11,Hindi
Q7399611,10,Hindi
Q3366457,10,Hindi
Q4667376,10,Hindi
Q2299630,10,Hindi
Q3520800,12,Hindi
Q6124202,10,Hindi
Q3595254,14,Hindi
Q3632712,14,Hindi
Q4838090,11,Hindi
Q5577574,13,Hindi
Q3631073,13,Hindi
Q3080468,13,Hindi
Q266137,12,Hindi
Q1647814,12,Hindi
Q2552960,11,Hindi
Q3526595,14,Hindi
Q6869043,12,Hindi
Q6394963,11,Hindi
Q7402689,12,Hindi
Q4802508,12,Hindi
Q2364774,10,Hindi
Q2165147,13,Hindi
Q7493078,13,Hindi
Q441799,12,Hindi
Q13637604,12,Hindi
Q6122336,11,Hindi
Q3595245,10,Hindi
Q21997846,10,Hindi
Q674337,19,Hindi
Q7246473,17,Hindi
Q467189,19,Hindi
Q1850695,18,Hindi
Q4901101,15,Hindi
Q4133231,15,Hindi
Q3631381,17,Hindi
Q2721812,18,Hindi
Q7286234,19,Hindi
Q3351497,15,Hindi
