Q_number,LoE,LoQ,property,gt,llm_output,prompt
Q57308,ar,de,occ,"['Diplomat', 'Revolutionär', 'Staatsmann', 'Politiker']",Präsident,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Abd al-Aziz Bouteflika?"
Q57308,ar,ar,occ,"['دبلوماسي', 'ثوري', 'رجل دولة', 'سياسي']",رئيس الجزائر.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة عبد العزيز بوتفليقة ؟
Q127998,ar,ar,occ,"['محاماة', 'سياسي']",رئيس دولة فلسطين، رئيس المجلس الوطني الفلسطيني، رئيس منظمة التحرير الفلسطينية.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة محمود عباس ؟
Q127998,ar,zh,occ,"['法学家', '政治人物']",軍事將領,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 马哈茂德·阿巴斯的職業是？"
Q127998,ar,ru,occ,"['юрист', 'политик']","Палестинский лидер, политик.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Махмуд Аббас?"
Q127998,ar,en,occ,"['jurist', 'politician']","Politician, Lawyer","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Mahmoud Abbas?"
Q127998,ar,de,occ,"['Jurist', 'Politiker']",Politiker,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Mahmud Abbas?"
Q127998,ar,fr,occ,"['juriste', 'personnalité politique']","Président, diplomate, avocat.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Mahmoud Abbas ?"
Q151509,ar,zh,occ,"['君主', '政治家']",阿卜杜勒-阿齐兹·本·阿卜杜勒-拉赫曼·本·费萨尔·阿勒沙特的職業是：沙特阿拉伯國王,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 阿卜杜勒-阿齐兹·本·阿卜杜勒-拉赫曼·本·费萨尔·阿勒沙特的職業是？"
Q151509,ar,fr,occ,"['monarque', ""homme d'État""]","Roi, chef d'État, homme politique.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Abdelaziz ben Abderrahmane Al Saoud ?"
Q151509,ar,ar,occ,"['عاهل', 'رجل دولة']",ملك المملكة العربية السعودية، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير منطقة الرياض، أمير,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة عبد العزيز بن عبد الرحمن آل سعود ؟
Q151509,ar,en,occ,"['monarch', 'statesperson']","King, Politician","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Ibn Saud?"
Q151509,ar,de,occ,"['Monarch', 'Staatsmann']",König,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Abd al-Aziz ibn Saud?"
Q151509,ar,ru,occ,"['монарх', 'государственный деятель']",Король Саудовской Аравии.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Абдул-Азиз ибн Абдуррахман Аль Сауд?"
Q118725,ar,ar,occ,"['عسكري', 'سياسي']",رئيس سوريا.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة حافظ الأسد ؟
Q118725,ar,de,occ,"['Militär', 'Politiker']","Arzt, Politiker","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Hafiz al-Assad?"
Q118725,ar,en,occ,"['military personnel', 'politician']","President, General","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Hafez al-Assad?"
Q118725,ar,fr,occ,"['militaire', 'personnalité politique']","Président, militaire","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Hafez el-Assad ?"
Q118725,ar,ru,occ,"['военнослужащий', 'политик']","Политик, военачальник.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Хафез Асад?"
Q118725,ar,zh,occ,"['軍人', '政治人物']",軍人,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 哈菲兹·阿萨德的職業是？"
Q170515,ar,fr,occ,"['acteur ou actrice de télévision', 'acteur ou actrice de cinéma', 'auteur ou autrice de non-fiction', 'joueur de bridge', 'acteur ou actrice', 'écrivain ou écrivaine']",Acteur,"Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Omar Sharif ?"
Q170515,ar,zh,occ,"['电视演员', '電影演員', '非虛構文學作家', '演員', '作家']",演員,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 奧瑪·雪瑞夫的職業是？"
Q170515,ar,ru,occ,"['телеактёр', 'киноактёр', 'писатель-документалист', 'бриджист', 'актёр', 'писатель']",Актёр.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Омар Шариф?"
Q170515,ar,ar,occ,"['ممثل تلفزيوني', 'ممثل أفلام', 'كاتب غير روائي', 'لاعب الجسر', 'ممثل', 'كاتب']",الممثل، المخرج، المخرج الفني.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة عمر الشريف ؟
Q170515,ar,en,occ,"['television actor', 'film actor', 'non-fiction writer', 'bridge player', 'actor', 'writer']",Actor,"Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Omar Sharif?"
Q170515,ar,de,occ,"['Fernsehschauspieler', 'Filmschauspieler', 'Sachbuchautor', 'Bridgespieler', 'Schauspieler', 'Schriftsteller']",Schauspieler,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Omar Sharif?"
Q57350,ar,ar,occ,"['عسكري', 'سياسي']",رئيس وزراء تشاد، رئيس تشاد.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة إدريس ديبي ؟
Q57350,ar,zh,occ,"['軍人', '政治人物']",運動員,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 伊德里斯·代比的職業是？"
Q57350,ar,ru,occ,"['военнослужащий', 'политик']",Актриса.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Идрис Деби?"
Q57350,ar,fr,occ,"['militaire', 'personnalité politique']","Président, Militaire","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Idriss Déby ?"
Q57350,ar,en,occ,"['military personnel', 'politician']","President, General","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Idriss Déby?"
Q57350,ar,de,occ,"['Militär', 'Politiker']",Präsident,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Idriss Déby?"
Q181182,ar,de,occ,"['Ulama', 'Politiker']","Politiker, Militärführer, Parteiführer","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Hassan Nasrallah?"
Q181182,ar,zh,occ,"['烏理瑪', '政治人物']",伊朗政治人物,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 哈桑·纳斯鲁拉的職業是？"
Q181182,ar,fr,occ,"['ouléma', 'personnalité politique']","Président, dirigeant militaire, homme politique.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Hassan Nasrallah ?"
Q181182,ar,en,occ,"[""'ālim"", 'politician']","Politician, Military leader.","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Hassan Nasrallah?"
Q181182,ar,ar,occ,"['عالم مسلم', 'سياسي']",الشيخ حسن نصر الله، الأمين العام السابق لحزب الله.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة السيد حسن نصر الله ؟
Q181182,ar,ru,occ,"['улем', 'политик']","Лидер партии ""Хезболла"", политик.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Хасан Насралла?"
Q152378,ar,ar,occ,['سياسي'],السياسي,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة إسماعيل هنية ؟
Q152378,ar,zh,occ,['政治人物'],伊斯梅尔·哈尼亚的職業是政治家。,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 伊斯梅尔·哈尼亚的職業是？"
Q152378,ar,fr,occ,['personnalité politique'],"Moufti, homme politique.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Ismaël Haniyeh ?"
Q152378,ar,en,occ,['politician'],Politician,"Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Ismail Haniyeh?"
Q152378,ar,de,occ,['Politiker'],Politiker,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Ismail Haniyya?"
Q152378,ar,ru,occ,['политик'],"Певец, актер.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Хания, Исмаил?"
Q1059948,ar,zh,occ,['政治人物'],阿拉伯联合酋长国外交官,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 哈利法·本·扎耶德·阿勒纳哈扬的職業是？"
Q1059948,ar,fr,occ,['personnalité politique'],"Président, Émir, Homme d'État.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Khalifa ben Zayed al-Nahyane ?"
Q1059948,ar,en,occ,['politician'],"Emir of Abu Dhabi, President of the United Arab Emirates, and Ruler of Abu Dhabi.","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Khalifa bin Zayed Al Nahyan?"
Q1059948,ar,de,occ,['Politiker'],"Emir von Abu Dhabi, Präsident der Vereinigten Arabischen Emirate","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Chalifa bin Zayid Al Nahyan?"
Q1059948,ar,ar,occ,['سياسي'],خليفة بن زايد آل نهيان، الرئيس السابق لإمارة أبوظبي.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة خليفة بن زايد آل نهيان ؟
Q1059948,ar,ru,occ,['политик'],Исламский ученый.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Халифа ибн Зайд аль-Нахайян?"
Q130221,ar,fr,occ,"['monarque', 'souverain', 'écrivain ou écrivaine', 'poète ou poétesse']","Empereur, Roi, roi de Hongrie, roi de Bohême, roi de Germanie.","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Frédéric II du Saint-Empire ?"
Q130221,ar,zh,occ,"['君主', '作家', '诗人']",皇帝,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 腓特烈二世的職業是？"
Q130221,ar,ru,occ,"['монарх', 'суверен', 'писатель', 'поэт']","Король, император.","Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Фридрих II?"
Q130221,ar,en,occ,"['monarch', 'sovereign', 'writer', 'poet']","[Holy Roman Emperor, King, Ruler]","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Frederick II, Holy Roman Emperor?"
Q130221,ar,de,occ,"['Monarch', 'Souverän', 'Schriftsteller', 'Dichter']","König, Herrscher","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Friedrich II.?"
Q130221,ar,ar,occ,"['عاهل', 'حاكم', 'كاتب', 'شاعر']",ملك صقلية.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة فريدريك الثاني ؟
Q178379,ar,ar,occ,"['كاتب', 'شاعر']",مؤرخ، مستشرق، وكاتب.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة محمد بن سليمان ؟
Q178379,ar,de,occ,"['Schriftsteller', 'Dichter']","Dichter, Philosoph, Sufi","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Fuzūlī?"
Q178379,ar,en,occ,"['writer', 'poet']",Poet,"Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Fuzuli?"
Q178379,ar,fr,occ,"['écrivain ou écrivaine', 'poète ou poétesse']",Médecin,"Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Fuzouli ?"
Q178379,ar,ru,occ,"['писатель', 'поэт']",Поэт.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Физули?"
Q178379,ar,zh,occ,"['作家', '诗人']",農民,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 富祖里的職業是？"
Q183187,ar,fr,occ,"['monarque', 'personnalité politique']","roi, entrepreneur","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Fahd ben Abdelaziz Al Saoud ?"
Q183187,ar,zh,occ,"['君主', '政治人物']",沙特阿拉伯國王,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 法赫德·本·阿卜杜勒－阿齐兹·阿勒沙特的職業是？"
Q183187,ar,ru,occ,"['монарх', 'политик']",Король Саудовской Аравии.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Фахд ибн Абдул-Азиз Аль-Сауд?"
Q183187,ar,en,occ,"['monarch', 'politician']","King, Politician","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Fahd bin Abdulaziz Al Saud?"
Q183187,ar,de,occ,"['Monarch', 'Politiker']",König,"Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Fahd ibn Abd al-Aziz?"
Q183187,ar,ar,occ,"['عاهل', 'سياسي']",ولي عهد المملكة العربية السعودية.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة فهد بن عبد العزيز آل سعود ؟
Q58198,ar,ar,occ,"['شريك منتدى دولي', 'أستاذ جامعي', 'تربوي', 'عالم سياسة', 'اقتصادي', 'دبلوماسي', 'كاتب', 'سياسي']",الرئيس التنفيذي للجمعية التركية.,Instruction أجب عن السؤال باللغة العربية. قم بالإجابة بالكلمة المفتاحية فقط.  الإجابة لابد أن تكون على هذا الشكل: [الإجابة 1، الإجابة 2، ...]. ولا تقم بإرفاق أي تفسيرات. Question  ما هي وظيفة أحمد داود أوغلو ؟
Q58198,ar,zh,occ,"['国际论坛参与者', '教授', '教育學家', '政治学家', '经济学家', '外交官', '作家', '政治人物']",政治家,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 艾哈迈德·达武特奥卢的職業是？"
Q58198,ar,ru,occ,"['участник международного форума', 'профессор', 'педагог', 'политолог', 'экономист', 'дипломат', 'писатель', 'политик']",Политик.,"Instruction Отвечайте на вопрос на Русском. Возвращайте только краткий ответ в виде ключевого слова. Ответ должен соответствовать формату: [ответ1, ответ2, …] Не добавляйте никаких объяснений. Question Какова профессия Давутоглу, Ахмет?"
Q58198,ar,en,occ,"['international forum participant', 'professor', 'pedagogue', 'political scientist', 'economist', 'diplomat', 'writer', 'politician']","Politician, Academic, Diplomat, Writer","Instruction Answer the question in English.  Return only the answer keyword. Answer must follow this format: [answer1, answer2,...]  Do not include any explanations. Question  What is the occupation of Ahmet Davutoğlu?"
Q58198,ar,de,occ,"['Teilnehmer eines internationalen Forums', 'Professor', 'Pädagoge', 'Politikwissenschaftler', 'Wirtschaftswissenschaftler', 'Diplomat', 'Schriftsteller', 'Politiker']","Politiker, Diplomat, Politikwissenschaftler","Instruction Beantworte die Frage in Deutsch. Gib die Antwort nur in Form eines Schlüsselworts zurück. Die Antwort muss diesem Format entsprechen: [Antwort1, Antwort2, ...] Füge keine Erklärungen hinzu. Question Was ist der Beruf von Ahmet Davutoğlu?"
Q58198,ar,fr,occ,"['participant ou participante à un forum international', 'professeur ou professeure', 'pédagogue', 'politologue', 'économiste', 'diplomate', 'écrivain ou écrivaine', 'personnalité politique']","Politicien, diplomate, universitaire","Instruction Réponds à la question en Français. Ne renvoyez que le mot-clé de la réponse. La réponse doit impérativement respecter le format suivant : [answer1, answer2,...] Aucune explication ne doit être incluse. Question  Quelle est la profession de Ahmet Davutoğlu ?"
Q483376,ar,zh,occ,"['歌手', '配音員', '演員', '電視主持']",作家,"Instruction 用繁體中文回答給出的問題。 只回答關鍵詞答案。 返回答案遵循下面的形式: [‘答案1’, ‘答案2’，...]。 不要給出任何解釋。  Question 羅琳的職業是？"
